TransactionID,PortefeuilleID,InstrumentID,DateTransaction,TypeTransaction,Quantite,PrixUnitaire,MontantBrut,Frais,MontantNet,Devise,TauxChange_EUR,MontantNet_EUR,Statut,Courtier,Operateur
TRX001669,PF00032,INST012,2025-02-23,Frais,262.34,285.1279,74800.45,255.84,74544.61,USD,1.0516,78391.11,Exécuté,Xetra,OPE003
TRX001670,PF00034,INST004,2025-06-04,Arbitrage Sortant,257.61,283.3244,72987.2,296.91,73284.11,EUR,1.0,73284.11,Exécuté,NYSE,OPE003
TRX001671,PF00143,INST013,2024-04-07,Arbitrage Sortant,388.15,213.8807,83017.79,400.33,83418.12,EUR,1.0,83418.12,Annulé,OTC,OPE004
TRX001672,PF00072,INST005,2025-05-13,Arbitrage Sortant,84.63,251.4288,21278.42,50.04,21328.46,EUR,1.0,21328.46,Exécuté,OTC,OPE003
TRX001673,PF00109,INST006,2025-07-18,Arbitrage Sortant,433.53,395.9278,171646.58,749.46,172396.04,EUR,1.0,172396.04,Exécuté,OTC,OPE002
TRX001674,PF00078,INST010,2025-04-22,Achat,483.85,408.0848,197451.83,535.57,196916.26,EUR,1.0,196916.26,Exécuté,NYSE,OPE001
TRX001675,PF00011,INST001,2025-01-24,Vente,401.01,192.5268,77205.17,148.1,77353.27,USD,0.9145,70739.57,Exécuté,NYSE,OPE001
TRX001676,PF00084,INST014,2023-10-09,Dividende,35.55,12.7292,452.52,1.07,453.59,EUR,1.0,453.59,En attente,NYSE,OPE004
TRX001677,PF00143,INST012,2023-12-30,Vente,341.32,149.1156,50896.14,108.79,51004.93,EUR,1.0,51004.93,Annulé,OTC,OPE005
TRX001678,PF00126,INST003,2023-09-14,Coupon,481.58,348.2767,167723.09,796.12,168519.21,EUR,1.0,168519.21,Annulé,SIX,OPE003
TRX001679,PF00106,INST003,2024-01-29,Arbitrage Entrant,4.18,189.4841,792.04,2.42,794.46,USD,1.0838,861.04,Exécuté,NYSE,OPE001
TRX001680,PF00135,INST004,2024-08-13,Arbitrage Sortant,406.97,356.7072,145169.13,614.2,145783.33,EUR,1.0,145783.33,Exécuté,NYSE,OPE001
TRX001681,PF00033,INST004,2024-04-08,Frais,72.46,422.1719,30590.58,31.46,30559.12,EUR,1.0,30559.12,En attente,Euronext,OPE001
TRX001682,PF00097,INST012,2025-02-22,Achat,442.86,264.5994,117180.49,311.87,116868.62,EUR,1.0,116868.62,Exécuté,NYSE,OPE005
TRX001683,PF00119,INST006,2026-01-18,Achat,266.72,385.7982,102900.1,269.2,102630.9,EUR,1.0,102630.9,Annulé,NYSE,OPE002
TRX001684,PF00090,INST008,2025-03-03,Coupon,161.1,375.945,60564.74,148.55,60713.29,EUR,1.0,60713.29,Annulé,NYSE,OPE004
TRX001685,PF00040,INST014,2024-09-22,Frais,471.13,169.4628,79839.01,277.4,79561.61,EUR,1.0,79561.61,Annulé,OTC,OPE002
TRX001686,PF00027,INST007,2023-07-07,Achat,275.14,99.0097,27241.53,75.14,27166.39,EUR,1.0,27166.39,Annulé,NYSE,OPE001
TRX001687,PF00118,INST011,2026-02-04,Vente,99.96,395.7337,39557.54,154.8,39712.34,USD,1.0913,43338.08,Exécuté,Xetra,OPE002
TRX001688,PF00045,INST003,2024-06-19,Frais,477.64,455.7244,217672.2,404.09,217268.11,EUR,1.0,217268.11,Exécuté,Euronext,OPE004
TRX001689,PF00084,INST011,2024-03-29,Arbitrage Sortant,293.0,323.7752,94866.13,184.52,95050.65,USD,0.9473,90041.48,Exécuté,Xetra,OPE003
TRX001690,PF00063,INST013,2026-04-22,Frais,427.99,274.6801,117560.34,268.13,117292.21,EUR,1.0,117292.21,Exécuté,SIX,OPE001
TRX001691,PF00126,INST012,2025-09-30,Arbitrage Entrant,232.05,374.3934,86877.99,258.24,87136.23,USD,1.0616,92503.82,Exécuté,NYSE,OPE001
TRX001692,PF00147,INST006,2025-04-22,Dividende,432.85,293.0284,126837.34,610.38,127447.72,EUR,1.0,127447.72,En attente,Euronext,OPE002
TRX001693,PF00115,INST010,2023-07-14,Arbitrage Sortant,424.12,295.3102,125246.96,126.59,125373.55,USD,0.988,123869.07,Exécuté,Euronext,OPE003
TRX001694,PF00064,INST011,2024-12-27,Frais,234.79,268.23,62977.72,188.35,62789.37,EUR,1.0,62789.37,Exécuté,SIX,OPE003
TRX001695,PF00036,INST010,2024-01-03,Frais,472.96,264.283,124995.29,190.33,124804.96,EUR,1.0,124804.96,Exécuté,NYSE,OPE003
TRX001696,PF00102,INST012,2023-09-23,Arbitrage Sortant,363.33,36.6024,13298.75,23.32,13322.07,EUR,1.0,13322.07,Exécuté,Xetra,OPE005
TRX001697,PF00126,INST010,2023-06-15,Arbitrage Sortant,469.92,443.5645,208439.83,640.85,209080.68,EUR,1.0,209080.68,Exécuté,NYSE,OPE003
TRX001698,PF00132,INST006,2024-03-14,Vente,119.16,272.1449,32428.79,152.32,32581.11,EUR,1.0,32581.11,Exécuté,Euronext,OPE003
TRX001699,PF00078,INST004,2026-05-16,Coupon,323.06,409.1896,132192.79,584.39,132777.18,EUR,1.0,132777.18,Exécuté,SIX,OPE001
TRX001700,PF00089,INST014,2024-03-15,Arbitrage Sortant,82.34,112.9252,9298.26,36.37,9334.63,EUR,1.0,9334.63,Exécuté,NYSE,OPE005
TRX001701,PF00043,INST013,2024-11-26,Arbitrage Entrant,470.97,377.1464,177624.64,649.4,178274.04,EUR,1.0,178274.04,Exécuté,NYSE,OPE004
TRX001702,PF00071,INST011,2024-08-18,Arbitrage Sortant,367.73,104.4971,38426.72,132.51,38559.23,USD,1.0823,41732.65,En attente,SIX,OPE004
TRX001703,PF00022,INST004,2024-02-29,Arbitrage Entrant,297.15,55.5353,16502.31,80.36,16582.67,USD,0.9796,16244.38,Exécuté,NYSE,OPE001
TRX001704,PF00054,INST003,2023-07-19,Achat,433.5,462.7539,200603.82,971.01,199632.81,EUR,1.0,199632.81,Annulé,NYSE,OPE001
TRX001705,PF00030,INST010,2024-05-06,Arbitrage Sortant,373.26,53.7259,20053.73,29.09,20082.82,EUR,1.0,20082.82,Exécuté,NYSE,OPE002
TRX001706,PF00011,INST002,2025-09-18,Frais,361.11,228.7806,82614.96,321.54,82293.42,EUR,1.0,82293.42,Exécuté,NYSE,OPE005
TRX001707,PF00055,INST001,2026-01-01,Dividende,286.37,221.4098,63405.12,148.95,63554.07,EUR,1.0,63554.07,Exécuté,SIX,OPE003
TRX001708,PF00134,INST002,2024-08-03,Vente,382.42,148.202,56675.41,79.45,56754.86,EUR,1.0,56754.86,Exécuté,OTC,OPE004
TRX001709,PF00135,INST003,2024-02-03,Dividende,430.06,292.4505,125771.26,290.1,126061.36,USD,0.93,117237.06,Exécuté,SIX,OPE002
TRX001710,PF00005,INST014,2025-10-29,Arbitrage Sortant,296.11,353.3066,104617.62,258.08,104875.7,EUR,1.0,104875.7,Annulé,Euronext,OPE001
TRX001711,PF00055,INST012,2024-01-03,Arbitrage Entrant,284.87,179.167,51039.3,210.12,51249.42,EUR,1.0,51249.42,Exécuté,Euronext,OPE002
TRX001712,PF00117,INST002,2024-01-11,Vente,138.46,217.6924,30141.69,73.43,30215.12,EUR,1.0,30215.12,En attente,Xetra,OPE004
TRX001713,PF00079,INST013,2026-04-02,Vente,106.79,23.2507,2482.94,11.83,2494.77,USD,0.9051,2258.02,Annulé,Euronext,OPE004
TRX001714,PF00032,INST006,2024-05-16,Frais,81.81,123.0953,10070.43,30.0,10040.43,EUR,1.0,10040.43,Exécuté,OTC,OPE005
TRX001715,PF00016,INST008,2025-07-09,Arbitrage Entrant,361.05,51.8331,18714.34,50.62,18764.96,EUR,1.0,18764.96,Annulé,NYSE,OPE002
TRX001716,PF00033,INST014,2025-06-08,Dividende,265.99,473.1247,125846.44,179.73,126026.17,EUR,1.0,126026.17,Exécuté,NYSE,OPE001
TRX001717,PF00057,INST012,2024-09-29,Arbitrage Entrant,433.36,25.8677,11210.03,13.84,11223.87,EUR,1.0,11223.87,En attente,Xetra,OPE004
TRX001718,PF00128,INST010,2023-06-03,Arbitrage Sortant,320.28,190.5974,61044.54,279.11,61323.65,EUR,1.0,61323.65,En attente,Euronext,OPE003
TRX001719,PF00114,INST010,2026-03-26,Arbitrage Entrant,389.41,180.5357,70302.41,150.46,70452.87,USD,1.0892,76737.27,Exécuté,SIX,OPE001
TRX001720,PF00036,INST014,2025-10-25,Arbitrage Sortant,126.3,222.7506,28133.4,40.58,28173.98,EUR,1.0,28173.98,Exécuté,OTC,OPE001
TRX001721,PF00010,INST004,2025-08-30,Achat,403.24,370.9747,149591.84,396.46,149195.38,USD,0.9201,137274.67,Annulé,Xetra,OPE001
TRX001722,PF00126,INST003,2025-07-01,Coupon,258.62,276.7426,71571.17,219.54,71790.71,EUR,1.0,71790.71,Annulé,Euronext,OPE002
TRX001723,PF00008,INST014,2024-11-11,Arbitrage Entrant,54.98,177.9323,9782.72,12.16,9794.88,EUR,1.0,9794.88,Exécuté,OTC,OPE001
TRX001724,PF00105,INST008,2025-12-22,Achat,124.0,236.3536,29307.85,56.18,29251.67,EUR,1.0,29251.67,Exécuté,Xetra,OPE003
TRX001725,PF00136,INST005,2025-10-25,Coupon,150.82,402.5031,60705.52,103.19,60808.71,USD,0.905,55031.88,En attente,SIX,OPE002
TRX001726,PF00090,INST009,2024-09-24,Arbitrage Sortant,264.53,184.1134,48703.52,131.68,48835.2,EUR,1.0,48835.2,En attente,Xetra,OPE004
TRX001727,PF00008,INST004,2025-04-15,Achat,281.07,173.5437,48777.93,243.84,48534.09,USD,1.0214,49572.72,Exécuté,SIX,OPE003
TRX001728,PF00112,INST015,2024-08-23,Coupon,218.97,82.9676,18167.42,43.84,18211.26,EUR,1.0,18211.26,En attente,NYSE,OPE002
TRX001729,PF00122,INST001,2025-08-15,Achat,29.73,140.3421,4172.37,11.1,4161.27,EUR,1.0,4161.27,Exécuté,Xetra,OPE005
TRX001730,PF00007,INST013,2024-05-22,Achat,397.76,34.783,13835.29,46.4,13788.89,EUR,1.0,13788.89,Exécuté,Xetra,OPE001
TRX001731,PF00006,INST012,2024-02-06,Arbitrage Entrant,132.08,125.6165,16591.43,67.58,16659.01,EUR,1.0,16659.01,En attente,Xetra,OPE005
TRX001732,PF00001,INST006,2024-12-21,Vente,334.19,356.7872,119234.71,270.26,119504.97,USD,0.9085,108570.27,En attente,OTC,OPE005
TRX001733,PF00010,INST013,2026-01-16,Frais,149.52,416.7642,62314.58,267.13,62047.45,EUR,1.0,62047.45,En attente,OTC,OPE004
TRX001734,PF00058,INST011,2023-07-21,Achat,100.13,299.2554,29964.44,112.09,29852.35,EUR,1.0,29852.35,Annulé,OTC,OPE005
TRX001735,PF00075,INST002,2025-10-17,Coupon,454.13,478.1715,217152.02,346.09,217498.11,EUR,1.0,217498.11,Exécuté,Euronext,OPE004
TRX001736,PF00123,INST010,2025-02-14,Dividende,124.87,417.1491,52089.41,210.9,52300.31,EUR,1.0,52300.31,Exécuté,NYSE,OPE005
TRX001737,PF00075,INST010,2023-12-09,Frais,456.07,497.8786,227067.49,632.22,226435.27,EUR,1.0,226435.27,Exécuté,Xetra,OPE002
TRX001738,PF00111,INST014,2024-11-23,Arbitrage Entrant,70.64,115.0277,8125.56,9.78,8135.34,EUR,1.0,8135.34,En attente,NYSE,OPE001
TRX001739,PF00023,INST007,2024-03-17,Achat,420.67,333.7704,140407.19,510.67,139896.52,EUR,1.0,139896.52,Exécuté,OTC,OPE001
TRX001740,PF00061,INST006,2023-11-12,Arbitrage Entrant,351.21,311.4526,109385.27,333.82,109719.09,EUR,1.0,109719.09,Exécuté,Euronext,OPE001
TRX001741,PF00114,INST001,2025-06-07,Arbitrage Entrant,418.3,256.7883,107414.55,359.9,107774.45,EUR,1.0,107774.45,En attente,Euronext,OPE001
TRX001742,PF00140,INST015,2025-05-24,Coupon,447.19,159.0159,71110.32,110.43,71220.75,EUR,1.0,71220.75,Annulé,Xetra,OPE005
TRX001743,PF00132,INST012,2024-02-05,Vente,285.97,225.7733,64564.39,195.46,64759.85,EUR,1.0,64759.85,Exécuté,OTC,OPE002
TRX001744,PF00016,INST013,2023-10-01,Achat,130.49,32.9429,4298.72,12.45,4286.27,EUR,1.0,4286.27,Exécuté,NYSE,OPE002
TRX001745,PF00098,INST010,2024-04-22,Achat,150.48,207.5825,31237.01,126.77,31110.24,EUR,1.0,31110.24,Exécuté,OTC,OPE004
TRX001746,PF00070,INST013,2023-07-26,Vente,300.35,217.5025,65326.88,301.5,65628.38,USD,0.9927,65149.29,Annulé,OTC,OPE004
TRX001747,PF00013,INST005,2025-05-08,Achat,294.83,122.3753,36079.91,53.1,36026.81,EUR,1.0,36026.81,En attente,SIX,OPE001
TRX001748,PF00091,INST007,2023-08-21,Achat,247.68,280.4055,69450.83,138.38,69312.45,EUR,1.0,69312.45,Exécuté,OTC,OPE005
TRX001749,PF00058,INST006,2025-08-14,Arbitrage Entrant,189.32,62.4344,11820.08,55.84,11875.92,EUR,1.0,11875.92,Exécuté,Xetra,OPE001
TRX001750,PF00108,INST012,2023-10-13,Arbitrage Entrant,142.24,308.8142,43925.73,111.35,44037.08,USD,1.0441,45979.12,En attente,SIX,OPE001
TRX001751,PF00069,INST008,2024-02-18,Frais,156.88,41.7324,6546.98,6.85,6540.13,EUR,1.0,6540.13,Exécuté,SIX,OPE002
TRX001752,PF00041,INST015,2025-05-22,Dividende,290.42,129.1474,37506.99,132.07,37639.06,EUR,1.0,37639.06,En attente,OTC,OPE002
TRX001753,PF00001,INST009,2024-11-28,Frais,480.12,391.546,187989.07,387.95,187601.12,EUR,1.0,187601.12,En attente,OTC,OPE002
TRX001754,PF00011,INST015,2024-03-15,Coupon,69.59,136.6805,9511.6,27.76,9539.36,EUR,1.0,9539.36,En attente,OTC,OPE001
TRX001755,PF00109,INST001,2024-11-10,Frais,416.68,53.6991,22375.34,28.99,22346.35,EUR,1.0,22346.35,En attente,NYSE,OPE003
TRX001756,PF00042,INST014,2023-07-02,Arbitrage Sortant,103.08,209.616,21607.22,41.71,21648.93,EUR,1.0,21648.93,Annulé,Euronext,OPE003
TRX001757,PF00048,INST004,2024-05-19,Achat,459.26,167.3966,76878.56,234.03,76644.53,EUR,1.0,76644.53,Exécuté,Euronext,OPE002
TRX001758,PF00093,INST015,2026-05-09,Dividende,375.49,252.8401,94938.93,194.5,95133.43,EUR,1.0,95133.43,Annulé,Xetra,OPE001
TRX001759,PF00050,INST012,2024-03-30,Dividende,137.53,395.972,54458.03,145.16,54603.19,EUR,1.0,54603.19,Annulé,SIX,OPE001
TRX001760,PF00133,INST003,2023-10-28,Arbitrage Entrant,130.09,273.7377,35610.54,142.87,35753.41,EUR,1.0,35753.41,En attente,OTC,OPE001
TRX001761,PF00103,INST008,2026-03-23,Arbitrage Sortant,276.03,57.4801,15866.23,20.92,15887.15,EUR,1.0,15887.15,Annulé,OTC,OPE001
TRX001762,PF00058,INST014,2026-02-18,Dividende,311.65,460.3672,143473.44,503.07,143976.51,EUR,1.0,143976.51,En attente,SIX,OPE005
TRX001763,PF00138,INST010,2026-05-06,Arbitrage Sortant,457.65,352.4516,161299.47,536.66,161836.13,EUR,1.0,161836.13,Exécuté,OTC,OPE004
TRX001764,PF00146,INST005,2025-02-02,Arbitrage Entrant,446.37,54.245,24213.34,57.17,24270.51,EUR,1.0,24270.51,Exécuté,Euronext,OPE001
TRX001765,PF00032,INST010,2025-10-27,Vente,361.47,342.9663,123972.03,153.03,124125.06,EUR,1.0,124125.06,Exécuté,NYSE,OPE004
TRX001766,PF00012,INST006,2025-10-22,Achat,36.12,48.5171,1752.44,6.54,1745.9,EUR,1.0,1745.9,Exécuté,OTC,OPE005
TRX001767,PF00143,INST013,2024-08-22,Coupon,104.36,164.0501,17120.27,45.25,17165.52,USD,0.92,15792.28,En attente,Xetra,OPE003
TRX001768,PF00096,INST010,2023-09-27,Achat,190.11,13.7624,2616.37,2.88,2613.49,EUR,1.0,2613.49,Exécuté,Xetra,OPE005
TRX001769,PF00149,INST005,2026-03-08,Vente,24.43,461.0491,11263.43,56.26,11319.69,EUR,1.0,11319.69,En attente,OTC,OPE004
TRX001770,PF00111,INST008,2024-05-20,Coupon,25.95,396.6972,10294.29,21.09,10315.38,EUR,1.0,10315.38,Exécuté,Xetra,OPE004
TRX001771,PF00094,INST008,2025-06-09,Arbitrage Sortant,222.1,273.3838,60718.54,67.81,60786.35,EUR,1.0,60786.35,Exécuté,Xetra,OPE002
TRX001772,PF00050,INST013,2024-12-31,Frais,402.83,24.1568,9731.08,14.82,9716.26,EUR,1.0,9716.26,Exécuté,SIX,OPE004
TRX001773,PF00034,INST014,2023-12-13,Arbitrage Entrant,92.98,215.1796,20007.4,76.08,20083.48,EUR,1.0,20083.48,Exécuté,SIX,OPE003
TRX001774,PF00089,INST004,2025-02-16,Achat,5.57,466.6386,2599.18,7.02,2592.16,USD,0.9237,2394.38,Exécuté,Xetra,OPE002
TRX001775,PF00116,INST007,2024-09-14,Coupon,347.28,242.2347,84123.27,219.14,84342.41,EUR,1.0,84342.41,En attente,Euronext,OPE004
TRX001776,PF00008,INST002,2025-10-16,Achat,89.26,357.4791,31908.58,44.66,31863.92,EUR,1.0,31863.92,En attente,Xetra,OPE005
TRX001777,PF00133,INST011,2025-07-19,Coupon,496.69,12.9985,6456.22,29.81,6486.03,EUR,1.0,6486.03,Exécuté,SIX,OPE005
TRX001778,PF00133,INST007,2025-06-17,Coupon,355.77,495.9021,176427.09,266.65,176693.74,EUR,1.0,176693.74,Exécuté,OTC,OPE005
TRX001779,PF00092,INST008,2024-02-13,Arbitrage Sortant,448.74,466.1828,209194.87,437.8,209632.67,USD,1.0988,230344.38,Annulé,Xetra,OPE002
TRX001780,PF00109,INST002,2024-04-24,Vente,365.49,460.5657,168332.16,204.34,168536.5,EUR,1.0,168536.5,Exécuté,SIX,OPE003
TRX001781,PF00059,INST007,2026-03-09,Dividende,348.52,367.4532,128064.79,571.89,128636.68,EUR,1.0,128636.68,Annulé,OTC,OPE003
TRX001782,PF00044,INST006,2025-05-11,Dividende,474.05,95.6659,45350.42,68.55,45418.97,USD,1.0007,45450.76,Exécuté,Xetra,OPE003
TRX001783,PF00013,INST001,2023-11-13,Arbitrage Entrant,472.34,134.6877,63618.39,229.74,63848.13,EUR,1.0,63848.13,Annulé,Xetra,OPE002
TRX001784,PF00051,INST014,2026-04-21,Achat,56.59,472.7875,26755.04,43.25,26711.79,EUR,1.0,26711.79,Exécuté,OTC,OPE005
TRX001785,PF00126,INST011,2023-05-23,Frais,366.99,491.8118,180490.01,505.91,179984.1,EUR,1.0,179984.1,Exécuté,NYSE,OPE003
TRX001786,PF00043,INST008,2024-06-20,Vente,16.32,435.1288,7101.3,22.87,7124.17,EUR,1.0,7124.17,Exécuté,Euronext,OPE004
TRX001787,PF00091,INST012,2026-04-14,Achat,327.87,39.7813,13043.09,57.22,12985.87,EUR,1.0,12985.87,Exécuté,Euronext,OPE003
TRX001788,PF00085,INST012,2026-02-09,Arbitrage Entrant,97.99,199.4404,19543.16,97.27,19640.43,USD,0.965,18953.01,En attente,OTC,OPE002
TRX001789,PF00069,INST010,2025-07-23,Vente,166.18,122.464,20351.07,45.23,20396.3,EUR,1.0,20396.3,Exécuté,OTC,OPE001
TRX001790,PF00102,INST008,2026-03-31,Coupon,253.07,261.9524,66292.29,84.05,66376.34,EUR,1.0,66376.34,Exécuté,NYSE,OPE003
TRX001791,PF00066,INST005,2025-02-22,Arbitrage Entrant,477.8,138.2099,66036.69,178.96,66215.65,USD,1.0639,70446.83,Exécuté,Euronext,OPE004
TRX001792,PF00056,INST008,2026-05-11,Arbitrage Entrant,392.35,62.505,24523.84,87.48,24611.32,EUR,1.0,24611.32,Exécuté,OTC,OPE001
TRX001793,PF00038,INST009,2025-12-28,Coupon,480.21,261.1212,125393.01,253.52,125646.53,EUR,1.0,125646.53,En attente,OTC,OPE005
TRX001794,PF00109,INST010,2024-10-15,Frais,257.73,85.9517,22152.33,100.72,22051.61,EUR,1.0,22051.61,Exécuté,Xetra,OPE004
TRX001795,PF00149,INST012,2023-07-16,Vente,418.92,61.2805,25671.63,111.9,25783.53,USD,0.9508,24514.98,Exécuté,Euronext,OPE001
TRX001796,PF00139,INST012,2023-12-26,Coupon,355.53,95.7645,34047.15,52.05,34099.2,USD,1.0663,36359.98,Exécuté,OTC,OPE004
TRX001797,PF00042,INST009,2025-06-09,Vente,119.9,398.2509,47750.28,76.58,47826.86,EUR,1.0,47826.86,En attente,SIX,OPE001
TRX001798,PF00101,INST015,2024-01-28,Arbitrage Sortant,79.4,441.9661,35092.11,64.58,35156.69,USD,1.0034,35276.22,En attente,Euronext,OPE005
TRX001799,PF00143,INST015,2025-02-08,Vente,84.72,69.352,5875.5,25.06,5900.56,EUR,1.0,5900.56,Exécuté,NYSE,OPE002
TRX001800,PF00001,INST001,2025-07-20,Achat,346.14,199.1105,68920.11,188.56,68731.55,EUR,1.0,68731.55,Exécuté,Euronext,OPE005
TRX001801,PF00143,INST015,2025-12-20,Arbitrage Sortant,338.69,360.2843,122024.69,181.43,122206.12,EUR,1.0,122206.12,Exécuté,NYSE,OPE003
TRX001802,PF00099,INST013,2025-08-10,Achat,145.09,459.4619,66663.33,129.39,66533.94,EUR,1.0,66533.94,Exécuté,NYSE,OPE001
TRX001803,PF00131,INST013,2024-10-10,Achat,393.3,145.4182,57192.98,236.33,56956.65,USD,0.939,53482.29,Exécuté,SIX,OPE005
TRX001804,PF00081,INST014,2025-05-22,Arbitrage Entrant,395.26,27.0859,10705.97,19.21,10725.18,EUR,1.0,10725.18,Annulé,SIX,OPE002
TRX001805,PF00001,INST006,2025-05-01,Arbitrage Sortant,407.97,472.2946,192682.03,926.8,193608.83,EUR,1.0,193608.83,Annulé,Euronext,OPE003
TRX001806,PF00006,INST015,2023-10-30,Arbitrage Entrant,23.99,222.0969,5328.1,24.44,5352.54,EUR,1.0,5352.54,Annulé,Xetra,OPE001
TRX001807,PF00019,INST001,2024-11-17,Arbitrage Entrant,197.1,191.7745,37798.75,168.96,37967.71,EUR,1.0,37967.71,Exécuté,Xetra,OPE001
TRX001808,PF00115,INST009,2025-01-02,Dividende,51.19,310.9181,15915.9,74.64,15990.54,EUR,1.0,15990.54,En attente,SIX,OPE001
TRX001809,PF00134,INST010,2026-03-31,Achat,184.27,285.2319,52559.68,93.48,52466.2,EUR,1.0,52466.2,En attente,NYSE,OPE003
TRX001810,PF00142,INST003,2025-01-31,Coupon,267.61,288.0593,77087.55,268.83,77356.38,USD,0.9777,75631.33,Annulé,Euronext,OPE005
TRX001811,PF00060,INST009,2024-06-26,Coupon,279.46,264.8191,74006.35,262.07,74268.42,EUR,1.0,74268.42,Annulé,OTC,OPE004
TRX001812,PF00019,INST006,2026-03-13,Achat,186.13,299.7673,55795.69,96.1,55699.59,EUR,1.0,55699.59,Exécuté,OTC,OPE004
TRX001813,PF00097,INST001,2024-01-01,Arbitrage Entrant,297.76,71.9871,21434.88,102.31,21537.19,USD,0.9863,21242.13,Exécuté,SIX,OPE005
TRX001814,PF00148,INST009,2025-06-04,Arbitrage Sortant,436.47,196.2688,85665.44,189.4,85854.84,EUR,1.0,85854.84,En attente,Euronext,OPE005
TRX001815,PF00095,INST015,2023-10-19,Vente,470.43,394.1429,185416.64,453.31,185869.95,EUR,1.0,185869.95,Exécuté,SIX,OPE004
TRX001816,PF00117,INST005,2024-06-05,Arbitrage Entrant,46.02,376.4971,17326.4,51.17,17377.57,EUR,1.0,17377.57,En attente,NYSE,OPE001
TRX001817,PF00025,INST009,2025-09-23,Arbitrage Entrant,398.82,326.0407,130031.55,205.27,130236.82,EUR,1.0,130236.82,En attente,OTC,OPE004
TRX001818,PF00036,INST007,2024-06-22,Dividende,89.34,79.0475,7062.1,33.7,7095.8,EUR,1.0,7095.8,En attente,OTC,OPE001
TRX001819,PF00116,INST001,2023-10-24,Arbitrage Sortant,353.86,497.8946,176184.98,799.09,176984.07,EUR,1.0,176984.07,Exécuté,NYSE,OPE001
TRX001820,PF00142,INST006,2023-09-10,Arbitrage Entrant,147.53,248.1922,36615.8,158.91,36774.71,EUR,1.0,36774.71,Annulé,OTC,OPE002
TRX001821,PF00001,INST014,2026-01-09,Frais,71.63,423.8364,30359.4,74.95,30284.45,EUR,1.0,30284.45,En attente,Euronext,OPE001
TRX001822,PF00017,INST011,2024-03-16,Coupon,110.56,355.0221,39251.24,92.97,39344.21,EUR,1.0,39344.21,Exécuté,SIX,OPE002
TRX001823,PF00055,INST014,2024-07-17,Vente,139.94,433.6132,60679.83,301.43,60981.26,USD,1.0839,66097.59,En attente,Xetra,OPE003
TRX001824,PF00002,INST001,2025-02-18,Achat,243.25,329.4553,80140.0,372.62,79767.38,USD,0.9322,74359.15,Exécuté,SIX,OPE002
TRX001825,PF00024,INST003,2024-08-27,Coupon,37.17,471.3828,17521.3,55.52,17576.82,EUR,1.0,17576.82,Exécuté,SIX,OPE001
TRX001826,PF00016,INST013,2024-09-26,Dividende,471.54,324.3254,152932.4,613.6,153546.0,EUR,1.0,153546.0,Exécuté,Euronext,OPE005
TRX001827,PF00096,INST001,2025-11-01,Frais,89.82,237.2727,21311.83,90.13,21221.7,EUR,1.0,21221.7,Exécuté,NYSE,OPE004
TRX001828,PF00021,INST012,2023-11-02,Achat,372.19,121.4323,45195.89,192.89,45003.0,EUR,1.0,45003.0,Exécuté,OTC,OPE002
TRX001829,PF00052,INST001,2024-07-17,Achat,231.73,406.7344,94252.56,318.06,93934.5,EUR,1.0,93934.5,Exécuté,SIX,OPE003
TRX001830,PF00023,INST015,2025-07-04,Frais,287.43,163.0066,46852.99,180.17,46672.82,EUR,1.0,46672.82,Exécuté,NYSE,OPE005
TRX001831,PF00134,INST008,2024-05-16,Coupon,296.96,290.8113,86359.32,385.23,86744.55,EUR,1.0,86744.55,Exécuté,NYSE,OPE005
TRX001832,PF00066,INST005,2025-03-19,Coupon,383.23,212.5756,81465.35,320.22,81785.57,USD,1.0955,89596.09,Exécuté,Xetra,OPE005
TRX001833,PF00022,INST004,2023-11-26,Arbitrage Sortant,362.95,44.6544,16207.31,32.92,16240.23,EUR,1.0,16240.23,Exécuté,Xetra,OPE005
TRX001834,PF00104,INST004,2024-08-01,Arbitrage Entrant,92.4,239.4533,22125.48,48.39,22173.87,EUR,1.0,22173.87,Annulé,Xetra,OPE005
TRX001835,PF00062,INST006,2023-11-12,Arbitrage Sortant,459.28,216.1317,99264.97,123.28,99388.25,EUR,1.0,99388.25,En attente,SIX,OPE001
TRX001836,PF00110,INST008,2026-04-28,Vente,294.55,117.3244,34557.9,133.77,34691.67,EUR,1.0,34691.67,Exécuté,OTC,OPE005
TRX001837,PF00050,INST009,2026-02-05,Dividende,483.87,165.7806,80216.26,153.33,80369.59,EUR,1.0,80369.59,Annulé,NYSE,OPE005
TRX001838,PF00013,INST006,2026-01-30,Dividende,27.48,409.9892,11266.5,53.04,11319.54,EUR,1.0,11319.54,Annulé,Xetra,OPE004
TRX001839,PF00086,INST006,2023-08-20,Achat,182.75,204.5623,37383.76,68.19,37315.57,USD,1.0458,39024.62,Exécuté,OTC,OPE001
TRX001840,PF00139,INST015,2026-05-03,Dividende,451.25,169.0307,76275.1,89.24,76364.34,EUR,1.0,76364.34,Exécuté,OTC,OPE001
TRX001841,PF00060,INST002,2024-01-10,Achat,498.39,236.7229,117980.33,357.49,117622.84,EUR,1.0,117622.84,Exécuté,OTC,OPE001
TRX001842,PF00037,INST006,2023-12-16,Arbitrage Sortant,148.17,471.7904,69905.18,260.6,70165.78,EUR,1.0,70165.78,Exécuté,NYSE,OPE001
TRX001843,PF00104,INST012,2023-10-25,Frais,186.1,124.5658,23181.7,98.99,23082.71,EUR,1.0,23082.71,Exécuté,NYSE,OPE001
