PeriodeDate,PortefeuilleID,Rendement_pct,Benchmark_pct,Alpha_pct,Volatilite_pct,RatioSharpe,MaxDrawdown_pct,ValeurPortefeuille_EUR,FluxNets_EUR,RendementCumule_pct
2023-08-31,PF00113,-5.4,-1.49,-3.91,8.2,-0.6585,-10.58,816054.06,20474.03,-13.2144
2023-08-31,PF00096,10.6,9.2,1.4,10.23,1.0362,-10.43,1897370.12,42095.88,58.5844
2023-08-31,PF00109,-1.92,0.94,-2.86,6.71,-0.2861,-14.12,718119.01,19266.75,-3.7099
2023-08-31,PF00135,1.07,-3.24,4.31,6.89,0.1553,-5.26,836855.19,-33977.76,70.8263
2023-08-31,PF00044,-3.23,-2.77,-0.46,16.93,-0.1908,-6.59,385318.72,-48332.04,-9.3514
2023-08-31,PF00108,-7.55,0.12,-7.67,8.31,-0.9085,-14.55,631744.98,69812.35,73.5067
2023-08-31,PF00107,6.64,-2.57,9.21,8.73,0.7606,-10.53,1461885.69,69565.79,24.9988
2023-08-31,PF00006,-4.85,4.86,-9.71,4.55,-1.0659,-5.39,260898.83,-44453.34,-1.6276
2023-08-31,PF00084,-0.44,6.91,-7.35,6.82,-0.0645,-0.84,984661.14,-1566.82,19.8959
2023-08-31,PF00037,7.42,3.52,3.9,8.99,0.8254,-8.09,1895928.46,10569.5,12.7466
2023-08-31,PF00104,-1.02,-2.17,1.15,5.77,-0.1768,-6.07,1894950.59,51028.31,51.5397
2023-08-31,PF00020,-7.69,8.71,-16.4,2.19,-3.5114,-7.28,1857034.74,24809.86,72.5364
2023-08-31,PF00149,8.73,1.34,7.39,1.67,5.2275,-7.75,393149.2,41796.68,52.2628
2023-08-31,PF00072,-3.82,-2.93,-0.89,16.19,-0.2359,-11.92,240201.6,-6839.11,-4.4212
2023-08-31,PF00097,-3.43,5.32,-8.75,7.1,-0.4831,-3.33,605504.6,53838.11,-1.6526
2023-08-31,PF00093,-7.78,5.02,-12.8,5.63,-1.3819,-7.26,207637.96,32049.56,-4.4308
2023-08-31,PF00045,5.54,2.77,2.77,19.12,0.2897,-3.89,359328.42,65769.29,78.2157
2023-08-31,PF00023,2.27,8.55,-6.28,16.52,0.1374,-9.52,92681.51,-25603.08,53.2004
2023-08-31,PF00092,-3.61,-5.22,1.61,1.78,-2.0281,-9.18,1127472.84,-16594.97,43.4782
2023-08-31,PF00009,6.65,1.61,5.04,13.09,0.508,-12.95,974467.83,-7250.97,66.605
2023-08-31,PF00048,3.87,2.8,1.07,3.26,1.1871,-3.85,1122857.21,32726.79,45.1762
2023-08-31,PF00075,2.02,5.4,-3.38,4.21,0.4798,-8.75,1471948.9,57822.29,9.2548
2023-08-31,PF00041,-5.51,9.52,-15.03,16.34,-0.3372,-2.07,807144.87,21653.4,-9.8901
2023-08-31,PF00088,-7.54,8.3,-15.84,10.89,-0.6924,-7.24,525611.05,35378.61,40.4829
2023-08-31,PF00128,-0.47,3.68,-4.15,7.2,-0.0653,-9.66,1316227.37,62138.0,-0.0057
2023-08-31,PF00028,-4.12,-3.55,-0.57,18.36,-0.2244,-8.69,641024.06,32220.03,-1.3544
2023-08-31,PF00017,2.28,-4.47,6.75,2.0,1.14,-10.24,1758335.26,13917.74,14.0816
2023-08-31,PF00059,0.57,2.77,-2.2,4.69,0.1215,-9.2,112918.07,11377.16,-7.5519
2023-08-31,PF00140,6.89,0.12,6.77,7.03,0.9801,-11.9,392707.36,86649.62,1.0457
2023-08-31,PF00119,-2.14,7.3,-9.44,2.05,-1.0439,-14.73,1936530.94,-11800.61,21.9899
2023-09-30,PF00103,9.77,4.54,5.23,12.46,0.7841,-1.59,1792027.5,26453.62,-18.9383
2023-09-30,PF00066,-7.13,-1.79,-5.34,3.89,-1.8329,-11.67,580942.56,5010.31,51.3704
2023-09-30,PF00081,5.86,8.44,-2.58,14.33,0.4089,-9.59,1839341.31,47033.12,9.5549
2023-09-30,PF00041,1.54,7.05,-5.51,4.28,0.3598,-9.13,315217.22,26938.72,70.8335
2023-09-30,PF00111,4.36,4.45,-0.09,9.82,0.444,-11.54,1655269.34,39688.91,64.8956
2023-09-30,PF00129,0.18,9.51,-9.33,12.62,0.0143,-11.31,790904.94,67196.89,69.3532
2023-09-30,PF00007,5.8,4.52,1.28,16.11,0.36,-6.22,936926.38,-1803.14,10.5437
2023-09-30,PF00140,-2.56,0.19,-2.75,9.57,-0.2675,-3.24,950436.05,-15912.35,-13.2797
2023-09-30,PF00119,-0.72,9.95,-10.67,10.5,-0.0686,-11.66,122612.95,61132.38,60.284
2023-09-30,PF00059,0.56,7.93,-7.37,10.08,0.0556,-8.4,1930406.58,19122.28,-13.6511
2023-09-30,PF00011,-3.08,4.19,-7.27,12.26,-0.2512,-10.84,1998247.72,54989.46,-13.2718
2023-09-30,PF00012,0.66,-2.42,3.08,7.35,0.0898,-7.95,423594.31,-13617.82,47.6889
2023-09-30,PF00084,9.63,1.61,8.02,12.5,0.7704,-3.5,25741.12,13930.68,4.9639
2023-09-30,PF00043,-4.75,-3.68,-1.07,18.43,-0.2577,-5.06,1449040.83,-24849.66,-17.7515
2023-09-30,PF00056,-7.75,2.46,-10.21,3.1,-2.5,-14.75,1094456.88,34184.7,-13.8429
2023-09-30,PF00057,7.12,-0.73,7.85,13.75,0.5178,-11.45,1393762.61,4900.36,70.8077
2023-09-30,PF00098,2.56,-0.15,2.71,4.78,0.5356,-5.32,280256.4,-11070.13,49.942
2023-09-30,PF00049,2.78,6.62,-3.84,10.35,0.2686,-0.04,868879.55,74966.97,-0.1766
2023-09-30,PF00030,6.49,0.14,6.35,7.1,0.9141,-5.71,1843213.16,39856.43,-10.4242
2023-09-30,PF00149,11.12,3.01,8.11,9.59,1.1595,-0.65,643700.33,48044.87,49.3064
2023-09-30,PF00086,7.11,7.08,0.03,1.28,5.5547,-7.67,1547887.16,14789.47,39.0459
2023-09-30,PF00070,11.92,5.04,6.88,7.64,1.5602,-6.29,1789687.78,-23328.56,-0.4696
2023-09-30,PF00106,3.89,-1.55,5.44,18.42,0.2112,-13.01,67692.15,2357.36,27.1476
2023-09-30,PF00118,-0.12,-4.83,4.71,1.03,-0.1165,-14.74,819756.93,-49122.55,39.1966
2023-09-30,PF00121,-0.3,1.87,-2.17,2.75,-0.1091,-7.01,564772.29,67007.08,6.6259
2023-09-30,PF00143,2.76,-2.84,5.6,8.29,0.3329,-0.3,297642.35,83234.43,-17.6735
2023-09-30,PF00047,-1.14,5.96,-7.1,6.58,-0.1733,-11.97,150807.93,34142.84,15.733
2023-09-30,PF00024,2.84,3.48,-0.64,5.02,0.5657,-6.91,1781052.13,-22457.49,10.9829
2023-09-30,PF00123,6.19,0.48,5.71,15.12,0.4094,-14.5,672902.06,89136.86,-1.9039
2023-09-30,PF00091,4.78,4.08,0.7,16.58,0.2883,-6.62,1712607.52,80641.64,11.3558
2023-09-30,PF00045,11.33,-5.38,16.71,19.85,0.5708,-12.17,785815.64,-5240.39,1.5632
2023-09-30,PF00048,8.24,9.17,-0.93,5.87,1.4037,-14.53,1788149.39,48222.41,32.8953
2023-09-30,PF00109,6.02,0.57,5.45,14.34,0.4198,-11.82,1878182.29,-23852.91,45.9792
2023-09-30,PF00042,4.96,-0.02,4.98,4.25,1.1671,-6.0,1655407.81,40274.76,-0.0988
2023-09-30,PF00014,-0.11,-0.48,0.37,10.57,-0.0104,-5.04,1294408.04,-32647.46,48.8336
2023-09-30,PF00127,-3.45,-4.65,1.2,9.67,-0.3568,-11.23,1313325.66,86379.03,-17.0956
2023-09-30,PF00075,-6.13,2.43,-8.56,9.83,-0.6236,-0.14,884623.7,78132.71,77.2056
2023-09-30,PF00138,7.78,1.29,6.49,2.23,3.4888,-14.6,693874.59,94489.07,25.5838
2023-09-30,PF00051,-3.64,2.47,-6.11,2.73,-1.3333,-5.09,485436.25,85772.11,45.7905
2023-09-30,PF00064,6.52,1.21,5.31,19.69,0.3311,-4.3,698509.58,60067.86,-11.9837
2023-09-30,PF00147,11.22,6.82,4.4,5.82,1.9278,-9.78,969770.41,39568.35,43.8771
2023-09-30,PF00063,2.84,5.31,-2.47,5.11,0.5558,-2.64,1825774.86,73409.36,75.226
2023-09-30,PF00146,8.26,-3.39,11.65,18.87,0.4377,-9.31,1902087.19,27722.36,54.916
2023-09-30,PF00055,4.65,-2.23,6.88,13.5,0.3444,-2.27,235392.22,63485.49,8.512
2023-09-30,PF00125,11.76,3.53,8.23,4.5,2.6133,-5.94,700197.61,17561.74,-8.6127
2023-09-30,PF00136,5.48,-0.72,6.2,15.21,0.3603,-7.92,1595688.49,34175.5,11.4691
2023-09-30,PF00035,-5.7,7.55,-13.25,4.19,-1.3604,-12.42,1148485.73,45275.45,1.6934
2023-09-30,PF00093,-1.3,0.9,-2.2,8.85,-0.1469,-14.8,725291.98,76791.06,77.9484
2023-09-30,PF00134,-6.22,8.12,-14.34,19.73,-0.3153,-14.3,541177.96,33800.53,30.4237
2023-09-30,PF00097,2.13,0.39,1.74,9.32,0.2285,-4.73,844484.3,25536.18,51.9157
2023-09-30,PF00065,1.83,2.06,-0.23,8.53,0.2145,-14.98,257754.7,61892.94,47.7524
2023-09-30,PF00008,3.78,1.2,2.58,18.93,0.1997,-5.55,970872.61,95689.03,-5.4853
2023-09-30,PF00036,10.84,0.08,10.76,10.13,1.0701,-4.88,376093.45,-19765.48,61.2191
2023-09-30,PF00021,-5.94,-5.5,-0.44,7.92,-0.75,-5.28,90041.0,1419.17,-11.7275
2023-09-30,PF00082,0.08,1.1,-1.02,14.29,0.0056,-5.15,1809089.78,-38347.3,74.2344
2023-09-30,PF00015,-5.45,4.21,-9.66,9.38,-0.581,-1.58,1691158.08,69415.65,4.184
2023-09-30,PF00002,4.5,0.93,3.57,12.6,0.3571,-4.72,1032955.78,66456.23,28.0472
2023-09-30,PF00003,6.62,6.46,0.16,5.62,1.1779,-8.19,840879.27,55409.99,66.1641
2023-09-30,PF00148,6.61,6.77,-0.16,13.63,0.485,-6.39,1142602.59,-47532.7,68.7403
2023-09-30,PF00094,-4.82,-1.67,-3.15,11.45,-0.421,-13.74,1088014.27,-15671.54,55.8634
2023-09-30,PF00107,1.41,3.95,-2.54,2.78,0.5072,-4.28,1636585.67,-46641.55,42.3891
2023-09-30,PF00017,0.86,-3.05,3.91,19.19,0.0448,-12.21,563136.83,49635.47,-10.8592
2023-09-30,PF00016,8.14,-1.18,9.32,11.31,0.7197,-14.73,918065.51,68721.1,46.8761
2023-09-30,PF00071,8.44,-3.75,12.19,9.01,0.9367,-4.56,894284.84,40341.51,38.8552
2023-09-30,PF00023,-2.33,2.96,-5.29,9.23,-0.2524,-11.16,1917629.15,-26857.09,63.6166
2023-09-30,PF00027,-2.97,-4.26,1.29,3.9,-0.7615,-4.07,1475826.7,-44554.64,5.4665
2023-09-30,PF00142,3.18,7.28,-4.1,2.89,1.1003,-12.78,197112.64,-14764.15,51.7053
2023-09-30,PF00068,3.91,-0.69,4.6,8.85,0.4418,-8.54,881698.4,24724.39,-11.762
2023-09-30,PF00090,-3.37,-0.76,-2.61,19.38,-0.1739,-5.16,1215816.73,35152.04,57.2973
2023-09-30,PF00085,11.9,-0.37,12.27,6.53,1.8224,-2.19,1200495.06,-27348.13,-4.4407
2023-09-30,PF00112,-1.98,-0.82,-1.16,13.59,-0.1457,-14.24,1472485.64,-13857.35,22.2159
2023-09-30,PF00031,11.32,-0.32,11.64,2.51,4.51,-7.29,1703380.98,60826.65,5.8517
2023-09-30,PF00145,6.28,5.06,1.22,12.62,0.4976,-4.77,1523934.03,-32142.74,16.1536
2023-09-30,PF00135,-0.82,3.96,-4.78,19.42,-0.0422,-9.68,1252129.0,79627.99,-0.8334
2023-09-30,PF00087,9.19,8.34,0.85,16.03,0.5733,-3.76,65516.66,20406.6,53.5355
2023-09-30,PF00074,4.57,3.92,0.65,15.33,0.2981,-6.28,15589.24,3094.21,-15.9269
2023-09-30,PF00092,2.38,8.85,-6.47,8.41,0.283,-14.89,1219518.18,59952.96,23.2265
2023-09-30,PF00139,-7.24,4.1,-11.34,16.3,-0.4442,-12.06,1358962.77,28879.26,58.6237
2023-09-30,PF00104,-7.87,6.69,-14.56,4.17,-1.8873,-0.91,647071.58,-32495.18,-7.429
2023-09-30,PF00067,-3.02,4.26,-7.28,16.74,-0.1804,-8.62,676914.12,88056.75,0.6736
2023-09-30,PF00099,-1.35,-1.34,-0.01,9.19,-0.1469,-11.24,364883.75,99655.82,17.0116
2023-09-30,PF00039,-2.37,7.61,-9.98,7.59,-0.3123,-11.33,1456840.45,34990.84,4.3784
2023-09-30,PF00102,6.78,6.45,0.33,6.33,1.0711,-10.13,788935.18,32727.15,75.2742
2023-09-30,PF00044,7.16,4.56,2.6,9.61,0.7451,-6.72,872237.52,-45736.5,1.9105
2023-09-30,PF00122,2.63,6.96,-4.33,1.33,1.9774,-5.28,1772434.21,83463.97,72.1144
2023-09-30,PF00053,7.95,-4.73,12.68,1.17,6.7949,-3.31,242698.75,72823.38,-12.0083
2023-09-30,PF00133,11.18,9.43,1.75,2.61,4.2835,-4.39,640049.25,-3284.24,-10.7307
2023-09-30,PF00062,-0.68,5.26,-5.94,3.61,-0.1884,-12.79,1013777.24,19932.1,24.7846
2023-09-30,PF00025,-7.83,3.0,-10.83,13.1,-0.5977,-0.4,1417751.01,-32472.89,56.6609
2023-09-30,PF00096,-0.64,-5.55,4.91,18.65,-0.0343,-13.02,1682779.03,89814.42,50.5093
2023-09-30,PF00018,5.62,0.02,5.6,7.47,0.7523,-5.37,164986.98,62653.03,4.2325
2023-09-30,PF00131,0.34,0.07,0.27,18.53,0.0183,-3.39,1873464.91,-45020.92,41.6526
2023-09-30,PF00132,7.67,1.32,6.35,6.23,1.2311,-9.46,1590117.58,40529.58,69.6439
2023-09-30,PF00004,-5.09,8.59,-13.68,17.12,-0.2973,-12.97,1719336.98,5443.58,48.1905
2023-09-30,PF00137,-5.87,-1.56,-4.31,5.97,-0.9832,-14.58,654072.16,15453.03,60.3878
2023-09-30,PF00061,-2.75,7.48,-10.23,17.76,-0.1548,-8.17,1665894.94,-25766.66,42.1097
2023-09-30,PF00010,-2.24,5.59,-7.83,13.26,-0.1689,-6.27,918429.9,-49365.8,60.174
2023-09-30,PF00120,11.18,0.5,10.68,9.49,1.1781,-4.02,679349.99,27743.69,61.3295
2023-09-30,PF00080,-6.4,2.52,-8.92,2.99,-2.1405,-12.12,1842834.57,40328.02,62.0901
2023-09-30,PF00114,-3.7,-1.34,-2.36,7.35,-0.5034,-4.91,242471.87,91771.14,12.5535
2023-10-31,PF00134,10.26,-5.87,16.13,13.59,0.755,-8.69,1217241.62,15223.12,20.1845
2023-10-31,PF00023,-7.57,3.06,-10.63,5.48,-1.3814,-7.76,1904306.95,-43282.29,-10.1074
2023-10-31,PF00120,-4.07,2.7,-6.77,2.34,-1.7393,-7.67,1346146.97,-27178.51,60.6736
2023-10-31,PF00111,-6.25,4.08,-10.33,18.56,-0.3367,-12.17,1990015.07,27326.37,2.0264
2023-10-31,PF00002,-6.35,9.21,-15.56,17.57,-0.3614,-5.83,929442.81,21176.26,76.3618
2023-10-31,PF00142,8.05,6.73,1.32,12.36,0.6513,-9.41,1405522.71,-6683.63,22.3485
2023-10-31,PF00013,3.48,4.17,-0.69,10.3,0.3379,-1.64,501004.01,-43566.72,25.6301
2023-10-31,PF00122,7.64,8.68,-1.04,9.0,0.8489,-14.9,1014288.7,-13759.51,37.2389
2023-10-31,PF00073,4.77,6.69,-1.92,12.89,0.3701,-5.16,782656.09,-8506.79,49.9276
2023-10-31,PF00104,-3.73,-3.02,-0.71,1.6,-2.3312,-7.38,354388.17,-2129.76,30.731
2023-10-31,PF00106,1.48,7.61,-6.13,13.23,0.1119,-1.55,1350821.14,69507.23,14.3444
2023-10-31,PF00029,1.78,8.21,-6.43,16.69,0.1067,-5.42,288045.66,8581.72,-16.3977
2023-10-31,PF00058,0.37,-4.48,4.85,14.91,0.0248,-11.25,1105386.28,-9147.5,9.6399
2023-10-31,PF00016,6.87,2.18,4.69,5.3,1.2962,-11.99,1396211.78,67311.82,-3.5047
2023-10-31,PF00052,10.84,7.24,3.6,4.77,2.2725,-11.99,886418.76,93282.54,26.6367
2023-10-31,PF00007,-0.61,-1.04,0.43,6.16,-0.099,-10.84,764968.51,-48271.55,-0.6968
2023-10-31,PF00061,-7.7,7.21,-14.91,7.74,-0.9948,-10.39,171131.1,-32828.45,10.8529
2023-10-31,PF00089,-5.09,8.41,-13.5,7.33,-0.6944,-5.42,1260437.43,9047.55,-13.2695
2023-10-31,PF00099,5.16,-5.79,10.95,16.21,0.3183,-5.62,1789344.66,-42569.97,3.1204
2023-10-31,PF00038,1.91,3.48,-1.57,3.13,0.6102,-11.67,1354729.97,17081.3,-9.4748
2023-10-31,PF00046,-7.43,4.16,-11.59,4.73,-1.5708,-9.04,910694.82,66331.66,69.5469
2023-10-31,PF00022,7.21,3.76,3.45,8.5,0.8482,-14.49,1949241.15,-48809.56,37.1024
2023-10-31,PF00049,6.71,0.24,6.47,16.26,0.4127,-6.38,180830.1,-19785.18,76.5076
2023-10-31,PF00116,0.05,9.17,-9.12,19.72,0.0025,-4.53,728827.53,60480.58,56.3495
2023-10-31,PF00044,9.7,7.02,2.68,16.62,0.5836,-8.36,616239.55,69227.62,74.0625
2023-10-31,PF00146,-5.57,4.11,-9.68,8.16,-0.6826,-14.37,881051.76,96257.55,-3.4635
2023-10-31,PF00124,-6.4,0.53,-6.93,4.67,-1.3704,-1.01,366592.72,39228.84,16.0844
2023-10-31,PF00136,5.12,9.9,-4.78,2.11,2.4265,-14.19,864067.25,71466.21,35.9271
2023-10-31,PF00034,7.77,-4.77,12.54,3.72,2.0887,-3.9,545468.7,-18937.79,54.8178
2023-10-31,PF00150,-0.36,6.87,-7.23,18.24,-0.0197,-13.47,947690.74,47660.35,9.0199
2023-10-31,PF00018,-2.39,-4.04,1.65,5.57,-0.4291,-13.72,1679731.51,19061.44,36.3882
2023-10-31,PF00087,-5.66,6.77,-12.43,1.54,-3.6753,-14.15,1412011.17,-40145.99,-5.598
2023-10-31,PF00004,10.11,7.72,2.39,19.16,0.5277,-11.78,885179.13,-27479.25,52.7347
2023-10-31,PF00085,11.05,-5.49,16.54,18.53,0.5963,-6.96,471237.84,4584.99,-7.1337
2023-10-31,PF00081,4.67,-1.23,5.9,14.49,0.3223,-6.27,699040.92,-41467.16,7.4863
2023-10-31,PF00076,-3.62,-4.91,1.29,7.03,-0.5149,-0.57,933555.5,-32190.29,-15.3349
2023-10-31,PF00048,-6.93,-3.92,-3.01,13.6,-0.5096,-1.81,971105.76,59217.29,-4.8421
2023-10-31,PF00069,3.99,6.22,-2.23,6.88,0.5799,-9.24,1378415.14,83114.06,-6.1164
2023-10-31,PF00121,0.02,-2.12,2.14,17.15,0.0012,-1.06,794033.38,89533.77,-9.8996
2023-10-31,PF00123,6.34,1.54,4.8,2.34,2.7094,-8.77,841233.28,84638.72,-6.9753
2023-10-31,PF00125,11.66,7.11,4.55,6.15,1.8959,-5.25,938337.92,-7807.92,25.139
2023-10-31,PF00119,-1.44,-3.3,1.86,8.71,-0.1653,-0.82,722951.74,12570.42,35.2695
2023-10-31,PF00009,-0.45,5.79,-6.24,5.53,-0.0814,-1.85,146138.33,10256.84,-10.6731
2023-10-31,PF00090,-4.1,1.24,-5.34,11.93,-0.3437,-2.58,1563880.24,12122.3,59.4099
2023-10-31,PF00082,8.67,8.18,0.49,19.63,0.4417,-6.22,720670.1,39896.42,1.761
2023-10-31,PF00021,3.12,4.55,-1.43,8.7,0.3586,-4.64,250206.39,-31601.37,40.4418
2023-10-31,PF00096,-0.2,3.09,-3.29,2.31,-0.0866,-6.04,1287569.26,-17298.7,34.0825
2023-10-31,PF00095,2.17,-1.62,3.79,13.74,0.1579,-5.1,750575.31,7914.21,20.8879
2023-10-31,PF00012,2.63,2.26,0.37,8.23,0.3196,-12.54,481785.74,-30831.1,-18.5621
2023-10-31,PF00031,7.05,1.3,5.75,10.02,0.7036,-3.19,354370.1,46302.48,10.9479
2023-10-31,PF00133,-3.11,-0.9,-2.21,18.0,-0.1728,-0.15,1036062.02,22235.38,37.1483
2023-10-31,PF00139,-6.86,-3.88,-2.98,11.91,-0.576,-14.33,678775.39,39529.43,55.5646
2023-10-31,PF00135,-0.2,-2.28,2.08,11.48,-0.0174,-3.51,423366.49,56478.94,-3.9173
2023-10-31,PF00141,-2.3,0.43,-2.73,6.15,-0.374,-6.95,1539509.66,-25370.06,62.7837
2023-10-31,PF00126,-6.0,5.68,-11.68,12.93,-0.464,-1.58,1703909.03,86353.33,-19.8129
2023-10-31,PF00060,4.77,9.16,-4.39,4.09,1.1663,-5.78,1916397.32,12338.46,41.5306
2023-10-31,PF00086,-1.42,-5.68,4.26,12.55,-0.1131,-12.06,1301333.65,-42531.19,55.6071
2023-10-31,PF00102,-4.81,-5.4,0.59,13.79,-0.3488,-12.47,407678.63,98776.04,79.67
2023-10-31,PF00047,11.76,-4.78,16.54,8.24,1.4272,-12.9,451705.39,31211.81,56.7685
2023-10-31,PF00014,2.05,8.71,-6.66,14.15,0.1449,-10.58,174715.89,-40974.94,36.2485
2023-10-31,PF00077,-0.99,9.08,-10.07,5.26,-0.1882,-1.91,832430.32,72490.37,30.8972
2023-10-31,PF00092,6.19,-4.52,10.71,11.42,0.542,-14.36,1906269.9,-45220.26,76.2341
2023-10-31,PF00079,9.07,-4.44,13.51,12.41,0.7309,-7.68,677705.25,39266.38,-8.2551
2023-10-31,PF00132,7.72,-5.4,13.12,2.92,2.6438,-7.6,174774.64,-37726.6,54.3923
2023-10-31,PF00026,5.1,2.57,2.53,10.28,0.4961,-6.59,291314.1,77350.61,31.3795
2023-10-31,PF00062,-1.33,7.37,-8.7,10.42,-0.1276,-5.16,528456.45,96829.55,28.0868
2023-10-31,PF00148,9.32,-5.47,14.79,13.1,0.7115,-9.18,405309.14,-12080.48,-19.1889
2023-10-31,PF00114,-2.56,-1.4,-1.16,4.39,-0.5831,-11.06,962325.69,13246.43,9.7674
2023-10-31,PF00011,-5.66,8.4,-14.06,3.31,-1.71,-12.51,1979964.91,67245.04,79.5968
2023-10-31,PF00027,7.03,5.27,1.76,3.69,1.9051,-14.45,1425279.74,59946.51,29.3825
2023-10-31,PF00109,11.64,1.22,10.42,13.93,0.8356,-4.06,283053.12,59471.35,30.8884
2023-10-31,PF00113,9.35,6.21,3.14,3.71,2.5202,-11.36,226003.28,25522.4,9.9239
2023-10-31,PF00056,-0.7,5.63,-6.33,2.84,-0.2465,-1.29,1475959.41,61173.35,70.058
2023-10-31,PF00028,10.9,6.29,4.61,5.46,1.9963,-14.37,1242491.05,-22860.61,68.9302
2023-10-31,PF00074,1.92,4.85,-2.93,3.01,0.6379,-8.21,1640341.7,1989.82,10.6896
2023-10-31,PF00138,1.9,9.6,-7.7,6.02,0.3156,-11.42,1493176.01,16846.01,16.397
2023-10-31,PF00045,-5.29,3.29,-8.58,18.39,-0.2877,-7.3,1929321.47,57302.12,55.3028
2023-10-31,PF00037,1.88,7.11,-5.23,14.98,0.1255,-7.33,713978.19,48881.29,-8.3323
2023-10-31,PF00078,7.34,1.27,6.07,9.65,0.7606,-13.82,1971627.83,-10643.82,50.1121
2023-10-31,PF00070,5.89,6.54,-0.65,19.89,0.2961,-5.96,1669435.91,37108.35,65.3117
2023-10-31,PF00020,-6.51,-5.9,-0.61,19.41,-0.3354,-9.08,613355.78,44496.58,-10.0564
2023-10-31,PF00025,10.52,3.43,7.09,19.96,0.5271,-10.07,1710454.69,30650.72,32.3192
2023-10-31,PF00065,-2.39,0.03,-2.42,11.77,-0.2031,-0.19,1292518.48,-18236.85,53.1377
2023-10-31,PF00097,-6.09,-0.92,-5.17,12.17,-0.5004,-4.04,1592996.12,-15532.06,-0.9636
2023-10-31,PF00112,-3.84,-1.64,-2.2,3.36,-1.1429,-5.6,364032.12,45535.41,69.9815
2023-10-31,PF00094,8.6,-4.36,12.96,19.77,0.435,-10.8,1072252.23,60771.32,5.0376
2023-10-31,PF00137,7.85,-3.33,11.18,12.13,0.6472,-5.35,486144.77,53783.29,-5.0071
2023-10-31,PF00108,4.87,-5.86,10.73,6.75,0.7215,-8.43,1057136.07,-3773.55,2.4717
2023-10-31,PF00024,4.31,-1.49,5.8,14.11,0.3055,-6.63,786422.49,90704.69,-8.2116
2023-10-31,PF00080,4.6,8.57,-3.97,13.16,0.3495,-13.8,1439430.93,78268.15,52.4933
2023-10-31,PF00091,-5.66,1.12,-6.78,11.68,-0.4846,-6.54,1074589.27,75196.64,37.6734
2023-10-31,PF00015,-0.96,-1.18,0.22,19.59,-0.049,-3.36,363752.95,-20924.13,44.6826
2023-10-31,PF00057,-1.33,8.3,-9.63,4.75,-0.28,-3.04,878888.39,15861.33,44.2792
2023-10-31,PF00084,0.36,-4.96,5.32,4.88,0.0738,-0.99,1249943.57,-11275.99,-3.124
2023-10-31,PF00003,-4.97,-5.49,0.52,12.98,-0.3829,-8.66,1621593.24,35603.28,67.0207
2023-10-31,PF00105,8.18,-2.48,10.66,10.85,0.7539,-9.38,64028.21,3500.36,55.9554
2023-10-31,PF00144,1.11,5.08,-3.97,16.8,0.0661,-6.9,581505.78,61855.01,48.6151
2023-10-31,PF00064,-5.42,5.42,-10.84,10.27,-0.5278,-6.67,585098.83,-41890.77,79.8987
2023-10-31,PF00145,7.88,4.64,3.24,7.4,1.0649,-14.76,1283354.25,-21197.93,-0.7865
2023-10-31,PF00131,-4.18,-1.91,-2.27,19.39,-0.2156,-5.82,1171349.64,60116.67,14.002
2023-11-30,PF00121,-5.63,-1.05,-4.58,5.79,-0.9724,-13.75,707961.81,39219.54,36.883
2023-11-30,PF00118,-5.21,-4.08,-1.13,16.78,-0.3105,-4.46,1610244.33,25518.2,78.9874
2023-11-30,PF00141,11.39,-5.56,16.95,5.81,1.9604,-12.88,1721546.13,84222.91,-18.1304
2023-11-30,PF00099,-2.69,7.08,-9.77,17.59,-0.1529,-7.24,1448667.2,42362.56,-14.8303
2023-11-30,PF00030,3.59,8.19,-4.6,17.72,0.2026,-0.71,1654094.8,-1150.02,27.8975
2023-11-30,PF00035,7.93,-2.86,10.79,6.16,1.2873,-5.25,748184.47,25175.81,5.0948
2023-11-30,PF00144,6.91,1.72,5.19,15.73,0.4393,-8.06,1405098.74,-5672.29,52.0694
2023-11-30,PF00104,0.53,-2.27,2.8,11.49,0.0461,-10.05,310421.07,-48812.41,62.1109
2023-11-30,PF00002,-1.53,3.45,-4.98,8.56,-0.1787,-0.68,322045.46,47625.02,-3.9727
2023-11-30,PF00015,7.76,-0.58,8.34,9.26,0.838,-12.18,923194.14,-38825.56,11.4238
2023-11-30,PF00055,-7.87,-4.28,-3.59,4.56,-1.7259,-3.31,15068.73,-6405.92,10.3697
2023-11-30,PF00066,2.69,-3.23,5.92,7.8,0.3449,-2.1,1041912.78,10557.4,62.9525
2023-11-30,PF00036,9.28,-3.47,12.75,4.83,1.9213,-6.38,797938.04,-2640.7,66.6108
2023-11-30,PF00043,4.66,-3.35,8.01,2.79,1.6703,-2.95,356306.22,84344.76,11.3902
2023-11-30,PF00137,-5.49,-2.49,-3.0,10.03,-0.5474,-14.74,885999.82,71157.41,-16.5662
2023-11-30,PF00095,-6.78,-3.13,-3.65,12.99,-0.5219,-1.82,929338.27,56176.08,-10.3258
2023-11-30,PF00147,-0.12,5.62,-5.74,16.03,-0.0075,-1.77,179151.94,25346.79,74.3556
2023-11-30,PF00034,-6.22,6.29,-12.51,6.22,-1.0,-7.76,1698850.1,62052.73,64.8114
2023-11-30,PF00071,6.51,8.49,-1.98,18.99,0.3428,-14.04,718892.12,-14782.01,30.6719
